ID,provincia,departamento,localidad,nombre_barrio,otros_nombres_barrio,tipo_de_barrio,cantidad_de_familias,anio_creo_barrio,luz,excretas,agua,energia_calefaccion,energia_cocinar,emergencias_policia,emergencias_bomberos,emergencias_ambulancia,plantacion_forestal,ribera_rio,pendiente,basural,torres_de_alta_tension,linea_de_tren,camino_de_alto_trafico,desechos_industriales,actividad_agropecuaria,relleno_sanitario,inundaciones,jardin_de_infantes,escuela_primaria,escuela_secundaria,hospital,sala_medica,comisaria,parada_transporte_publico,plaza,centro_de_deportes,alcantarillado,asfalto,alumbrado,recoleccion_de_residuos,organizaciones_externas,mayores_problemas_barrio1,cosas_que_mas_le_gustan1,poligono,IDENTIFICAR,anio
TE_003570,"RÍO NEGRO","GENERAL ROCA",CIPOLLETTI,10/01/2016,,ASENTAMIENTO,70,2010,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","LEÑA O CARBÓN","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 100 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","MÁS DE 50 CUADRAS(+5 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","MÁS DE 50 CUADRAS(+5 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)","MÁS DE 50 CUADRAS(+5 KM)",NO,NO,NO,NO,NO,"FALTA DE PAVIMENTACIÓN",TRANQUILIDAD,"-68.01427380526771,-38.94980195314033 -68.01396173295565,-38.94843129809714 -68.014961,-38.947891 -68.01596806048165,-38.9490089167377 -68.01427380526771,-38.94980195314033","CUMPLE CON LA DEFINICIÓN ",2016
TE_003572,"BUENOS AIRES",SALTO,"SALTO (CABECERA PDO.)",triángulo,,ASENTAMIENTO,50,1968,"RED PÚBLICA CON MEDIDORES DOMICILIARIOS. (CADA FAMILIA CON SU FACTURA, CON SU PROPIO MEDIDOR)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA",OTRO,"LEÑA O CARBÓN","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,,"A MENOS DE 10 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 100 MTS","A MENOS DE 100 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)",NO,NO,"SI, PROVISTOS POR EL ESTADO.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,"FALTA DE ACCESO A LOS SERVICIOS",TRANQUILIDAD,"-60.22216387143768,-34.29106224219155 -60.22175952614174,-34.29134554578006 -60.22062199999999,-34.290335 -60.220956,-34.289008 -60.2225652762667,-34.29044928086427 -60.22216387143768,-34.29106224219155","CUMPLE CON LA DEFINICIÓN ",2016
TE_003573,NEUQUÉN,CONFLUENCIA,CENTENARIO,"Costa Barda Parque Industrial",,,3,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,"NO CUMPLE CON LA DEFINICIÓN ",2016
TE_003574,"BUENOS AIRES","BAHIA BLANCA","BAHÍA BLANCA (CABECERA PDO.)","vista alegre 2",,,100,2000,"RED PÚBLICA CON MEDIDORES DOMICILIARIOS. (CADA FAMILIA CON SU FACTURA, CON SU PROPIO MEDIDOR)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-62.3329128791336,-38.70524482571221 -62.33318109368594,-38.70555727150999 -62.32672473556885,-38.71034332871025 -62.32420425919315,-38.71236404031804 -62.32328183752174,-38.71157397401529 -62.32257700536164,-38.71204836447026 -62.32126328682769,-38.7109912325186 -62.32298088448431,-38.7097713775381 -62.32341401513072,-38.71010125450038 -62.32417352301568,-38.70938243254756 -62.32391724337069,-38.70910359455493 -62.32897730869356,-38.7068906764553 -62.3329128791336,-38.70524482571221","NO CUMPLE CON LA DEFINICIÓN ",2016
TE_003575,"BUENOS AIRES","SAN VICENTE","SAN VICENTE (CABECERA PDO.)","Pueblo Viejo","el cruce",ASENTAMIENTO,10,1995,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","PERFORACIÓN / POZO (CADA FAMILIA TIENE SU PROPIO POZO)","LEÑA O CARBÓN","GAS EN GARRAFA","A VECES",SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO",,"A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)",NO,NO,NO,"SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,"FALTA DE ALUMBRADO",TRANQUILIDAD,"-58.41082740665143,-35.01417874622204 -58.41153749714384,-35.01456978332384 -58.41114429558932,-35.01497510462119 -58.41072629083873,-35.01492788230085 -58.41082740665143,-35.01417874622204","CUMPLE CON LA DEFINICIÓN ",2016
TE_003576,"BUENOS AIRES","SAN VICENTE","ALEJANDRO KORN","San José 2",,ASENTAMIENTO,150,1960,"RED PÚBLICA CON MEDIDORES DOMICILIARIOS. (CADA FAMILIA CON SU FACTURA, CON SU PROPIO MEDIDOR)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","PERFORACIÓN / POZO (CADA FAMILIA TIENE SU PROPIO POZO)","LEÑA O CARBÓN","GAS NATURAL DE RED PÚBLICA",SIEMPRE,"A VECES",NUNCA,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)",NO,NO,"SI, HECHOS POR LOS VECINOS.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,OTRO,"UNIÓN Y FAMILIARIDAD ENTRE VECINOS","-58.37168987941304,-34.99388130942813 -58.37023295375765,-34.99686919699876 -58.36949512232609,-34.99796340079176 -58.36814498197384,-34.99953617159468 -58.36668777754068,-35.00091012261307 -58.36625481718578,-35.00058967061459 -58.36550755833671,-35.00128194075224 -58.36477170964503,-35.00089773028431 -58.3652106311614,-35.00019608169612 -58.36462045797573,-34.99987299075931 -58.36532979018391,-34.99887941234726 -58.36680802617478,-34.99960968230608 -58.36740832333043,-34.99910790119458 -58.36815852905325,-34.9994996779898 -58.36886117560565,-34.99866382917009 -58.36734649275419,-34.99794750104134 -58.36795810784327,-34.9971657559264 -58.36698732080027,-34.99666075151336 -58.36977974737886,-34.99288270069351 -58.37168987941304,-34.99388130942813","CUMPLE CON LA DEFINICIÓN ",2016
TE_003577,"BUENOS AIRES","SAN VICENTE","SAN VICENTE (CABECERA PDO.)","La Laguna",,ASENTAMIENTO,10,1990,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","PERFORACIÓN / POZO (CADA FAMILIA TIENE SU PROPIO POZO)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)",NO,SÍ,"SI, PROVISTOS POR EL ESTADO.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,OTRO,TRANQUILIDAD,"-58.429778,-35.017221 -58.43030472770497,-35.01766756842503 -58.4298055952833,-35.01807393481117 -58.42937476232848,-35.01773193375331 -58.429778,-35.017221","CUMPLE CON LA DEFINICIÓN ",2016
TE_003578,"BUENOS AIRES","SAN VICENTE","ALEJANDRO KORN",Matadero,,ASENTAMIENTO,500,2012,"RED PÚBLICA CON MEDIDORES DOMICILIARIOS. (CADA FAMILIA CON SU FACTURA, CON SU PROPIO MEDIDOR)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","PERFORACIÓN / POZO (CADA FAMILIA TIENE SU PROPIO POZO)","LEÑA O CARBÓN","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO",,"A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","MÁS DE 50 CUADRAS(+5 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","A MENOS DE 10 CUADRAS (1 KM)","DENTRO DEL BARRIO","A MENOS DE 10 CUADRAS (1 KM)",NO,NO,"SI, HECHOS POR LOS VECINOS.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,"FALTA DE PAVIMENTACIÓN",TRANQUILIDAD,"-58.37659789095633,-35.00110328470766 -58.37799442873601,-34.99917070792144 -58.38223069375516,-35.00124492693003 -58.37999230122071,-35.00430118040305 -58.37872523700226,-35.00307478520039 -58.37659789095633,-35.00110328470766","CUMPLE CON LA DEFINICIÓN ",2016
TE_003579,"BUENOS AIRES","SAN VICENTE","ALEJANDRO KORN","villa coll",,ASENTAMIENTO,200,1960,"RED PÚBLICA CON MEDIDORES DOMICILIARIOS. (CADA FAMILIA CON SU FACTURA, CON SU PROPIO MEDIDOR)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SABE / NO RESPONDE","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO",,"A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","MÁS DE 50 CUADRAS(+5 KM)","DENTRO DEL BARRIO","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)",NO,NO,"SI, PROVISTOS POR EL ESTADO.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,INSEGURIDAD/DELINCUENCIA,NINGUN/O/A,"-58.38439391146494,-34.97728447477884 -58.386907,-34.973786 -58.39378649249938,-34.97720422401254 -58.39131502757193,-34.98071390341492 -58.38439391146494,-34.97728447477884","CUMPLE CON LA DEFINICIÓN ",2016
TE_003581,"BUENOS AIRES",ENSENADA,"ENSENADA (CABECERA PDO.)",Cambaceres,,ASENTAMIENTO,22,2002,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE A CÁMARA SÉPTICA Y POZO CIEGO","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",SIEMPRE,,,"NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO",,"A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","SI, HECHOS POR LOS VECINOS.",NO,"SI, PROVISTOS POR EL ESTADO.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,DROGA/ALCOHOL/TABACO,"UNIÓN Y FAMILIARIDAD ENTRE VECINOS","-57.915538,-34.850954 -57.91515200000001,-34.850481 -57.913476,-34.851649 -57.91389899999999,-34.852123","CUMPLE CON LA DEFINICIÓN ",2016
TE_003582,"RÍO NEGRO","GENERAL ROCA",CIPOLLETTI,10/02/2016,,ASENTAMIENTO,150,2013,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","GAS EN GARRAFA","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SABE / NO RESPONDE","A MENOS DE 50 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 100 MTS","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 100 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","OCASIONALMENTE (ALGUNAS VECES POR AÑO)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)",NO,NO,NO,NO,SÍ,"FALTA DE ACCESO A LOS SERVICIOS",TRANQUILIDAD,"-67.968671,-38.908203 -67.972568,-38.908254 -67.972542,-38.910063 -67.96918100000001,-38.910059 -67.96853299999999,-38.910074 -67.96594965309028,-38.9100427745537 -67.9658674792497,-38.90960031600501 -67.968671,-38.908203","CUMPLE CON LA DEFINICIÓN ",2016
TE_003583,"BUENOS AIRES","FLORENCIO VARELA",BOSQUES,"Barrio Nuevo la Rotonda","Le van al cambiar el nombre",ASENTAMIENTO,125,2012,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",SIEMPRE,SIEMPRE,NUNCA,"A MENOS DE 100 MTS","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 100 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","A MENOS DE 100 MTS","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO",,"A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","MÁS DE 50 CUADRAS(+5 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)","A MENOS DE 10 CUADRAS (1 KM)","DENTRO DEL BARRIO","ENTRE 31 Y 50 CUADRAS(3 Y 5 KM)",NO,NO,"SI, HECHOS POR LOS VECINOS.",NO,SÍ,OTRO,OTRO,"-58.211088,-34.844126 -58.214137,-34.843155 -58.21444,-34.843587 -58.214821,-34.843597 -58.21532,-34.843846 -58.211469,-34.845108 -58.211088,-34.844126","CUMPLE CON LA DEFINICIÓN ",2016
TE_003584,"BUENOS AIRES","FLORENCIO VARELA",BOSQUES,"San Rudencindo 1",,ASENTAMIENTO,300,2014,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","ENERGÍA ELÉCTRICA ( CALENTADOR/ESTUFA ELÉCTRICO)","GAS EN GARRAFA",SIEMPRE,SIEMPRE,SIEMPRE,"NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO",,"A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","MÁS DE 50 CUADRAS(+5 KM)","DENTRO DEL BARRIO","MÁS DE 50 CUADRAS(+5 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","DENTRO DEL BARRIO","SI, HECHOS POR LOS VECINOS.",NO,"SI, PROVISTOS POR EL ESTADO.","SI, DE MANERA FORMAL. (EL CAMIÓN INGRESA AL BARRIO)",NO,"FALTA DE ACCESO A LOS SERVICIOS",TRANQUILIDAD,"-58.2119447,-34.8216293 -58.2089084,-34.8187712 -58.2102013,-34.8178375 -58.2132483,-34.8206869 -58.2119447,-34.8216293","CUMPLE CON LA DEFINICIÓN ",2016
TE_003585,"BUENOS AIRES","FLORENCIO VARELA",BOSQUES,"San Rudecindo",,VILLA,150,2008,"CONEXIÓN IRREGULAR A LA RED PÚBLICA. (ENGANCHADOS A LA RED, CABLES A LOS POSTES DE LUZ DE LA CALLE, DE UNA FAMILIA A OTRA, ETC)","DESAGÜE SÓLO A POZO NEGRO / CIEGO U HOYO, EXCAVACIÓN A TIERRA","CONEXIÓN IRREGULAR A LA RED PÚBLICA (HECHA POR LOS VECINOS, SIN PAGAR FACTURA / CHAPITA DE AGUA, GENERALMENTE MEDIANTE MANGUERAS)","LEÑA O CARBÓN","GAS EN GARRAFA",SIEMPRE,"A VECES",NUNCA,"NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","DENTRO DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","NO SE ENCUENTRA CERCA DEL BARRIO","SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","MÁS DE 50 CUADRAS(+5 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)","MÁS DE 50 CUADRAS(+5 KM)","A MENOS DE 10 CUADRAS (1 KM)","A MENOS DE 10 CUADRAS (1 KM)","ENTRE 11 Y 30 CUADRAS(1 Y 3 KM)",NO,NO,NO,NO,NO,"FALTA DE ALUMBRADO",NINGUN/O/A,"-58.2053518,-34.8271339 -58.20408050000001,-34.8263545 -58.2037586,-34.8249761 -58.20326510000001,-34.8230077 -58.2029271,-34.8217658 -58.2026428,-34.8209819 -58.2017899,-34.8199602 -58.2022834,-34.8195595 -58.2032973,-34.8205944 -58.2041985,-34.8227523 -58.2042146,-34.8237387 -58.2042629,-34.824342 -58.2047188,-34.8261871 -58.2057595,-34.8268829 -58.2053518,-34.8271339","CUMPLE CON LA DEFINICIÓN ",2016
